Age,Gender,Employment_Status,Sleep_Hours,Sleep_Quality,Screen_Time_Hours,Physical_Activity_Hours,Social_Interaction_Score,Diet_Quality,Caffeine_Intake_Cups,Work_Study_Hours,Academic_Work_Pressure,Financial_Stress,Family_Support_Score,Stress_Level,Mental_Health_Score
22,Male,Unemployed,3.4,5.3,3.2,2.0,6.0,6.6,1,0.0,6.2,5.9,8.2,5.9,50.8
42,Female,Student,7.0,2.7,4.9,0.2,6.2,2.7,4,4.5,2.3,4.7,5.8,7.6,43.7
20,Female,Employed,5.9,6.0,7.3,4.9,10.0,6.1,3,8.4,2.0,4.3,8.9,4.9,73.4
51,Female,Student,6.8,8.8,6.8,6.5,3.2,4.3,0,9.4,6.2,2.0,3.6,5.9,59.3
48,Male,Student,9.2,7.4,8.7,5.9,6.1,9.0,0,2.1,5.3,1.5,5.9,7.5,65.5
53,Other,Student,4.6,9.7,4.3,3.7,4.8,10.0,2,7.7,5.0,9.5,8.1,3.3,73.1
32,Male,Employed,6.0,,5.8,3.1,10.0,8.1,0,10.2,2.9,7.0,4.2,7.6,47.1
33,Female,Unemployed,6.5,5.8,4.6,6.5,8.7,5.8,1,1.7,7.1,4.9,10.0,2.6,80.9
27,Male,Student,5.3,7.4,4.4,1.7,8.3,5.0,1,2.4,2.3,5.6,8.3,6.8,56.2
26,Male,Student,6.4,4.9,5.7,1.3,3.9,6.3,1,5.7,5.2,7.0,6.4,5.9,42.5
34,Female,Student,5.3,6.5,6.5,7.7,8.2,6.5,1,8.5,5.6,5.9,6.7,5.9,58.7
20,Male,Student,8.6,7.7,6.3,1.4,6.8,7.3,2,9.3,9.7,6.9,3.6,3.1,62.0
37,Male,Student,5.7,7.6,5.9,1.6,5.6,3.5,1,7.4,6.5,5.2,10.0,9.0,51.4
54,Female,Unemployed,7.5,6.6,8.0,0.1,5.1,3.1,2,2.2,6.5,5.7,7.3,4.0,53.3
39,Male,Employed,7.4,6.9,4.8,,2.9,4.9,2,7.6,5.5,4.4,10.0,1.7,65.3
22,Female,Employed,6.9,7.4,5.7,3.8,2.1,4.3,4,3.9,7.5,5.5,4.2,4.7,51.4
57,Female,Unemployed,5.9,5.9,7.7,0.1,3.8,7.8,1,0.3,7.4,4.1,8.7,3.9,56.9
28,Male,Unemployed,6.4,9.8,3.7,,10.0,3.5,3,0.0,2.5,7.6,6.1,8.0,67.9
53,Male,Student,6.1,4.8,3.7,2.1,4.5,3.7,2,7.5,3.7,1.7,6.1,10.0,33.8
33,Male,Student,3.6,6.5,8.3,0.1,5.7,4.3,1,11.1,3.1,5.4,5.4,5.8,45.9
30,Male,Student,6.9,4.0,6.8,0.8,9.7,7.8,1,9.2,5.3,10.0,7.5,3.4,49.4
48,Female,Student,6.2,6.2,2.9,0.4,2.9,8.4,3,5.1,4.1,4.4,,5.2,43.8
29,Female,Employed,7.2,2.2,7.7,5.4,5.5,5.3,1,3.5,2.5,10.0,9.6,5.9,41.1
26,Male,Employed,5.8,8.0,2.9,5.4,4.4,3.6,2,6.2,4.0,6.5,7.2,5.9,59.9
20,Female,Employed,4.9,4.8,4.3,1.4,10.0,6.8,2,7.9,5.8,4.8,9.5,6.5,51.7
58,Male,Employed,5.5,5.0,0.5,1.2,8.7,6.0,1,7.9,5.1,6.7,7.5,6.8,60.5
42,Female,Employed,8.6,3.8,7.5,5.0,5.8,8.0,0,10.5,6.8,7.5,4.4,7.5,47.3
21,Male,Employed,7.7,3.5,8.4,2.2,7.1,8.2,1,4.1,4.4,3.3,7.4,4.3,70.2
31,Male,Employed,5.2,6.9,6.4,1.1,8.1,2.2,3,1.4,6.5,4.7,10.0,9.5,27.6
51,Female,Student,3.8,9.2,5.7,1.8,8.2,6.7,2,1.6,10.0,1.2,5.3,4.0,77.2
23,Male,Employed,7.1,,5.5,2.2,9.7,6.0,0,9.2,3.6,2.3,6.1,1.6,71.5
51,Male,Unemployed,6.8,5.5,4.5,0.1,0.0,,3,1.3,8.4,1.9,4.7,5.5,40.0
57,Female,Student,6.0,7.7,4.5,0.4,2.9,7.5,2,7.1,6.4,5.0,3.6,5.3,52.8
30,Female,Student,5.5,4.6,6.6,0.2,7.1,4.8,2,8.7,3.4,2.1,5.6,4.7,53.9
56,Male,Student,8.0,5.0,8.3,2.1,5.3,5.2,0,10.8,5.2,3.8,6.7,6.4,49.7
57,Male,Employed,6.6,7.0,6.0,5.5,5.2,7.2,3,6.4,10.0,3.6,,6.4,58.1
48,Female,Student,6.1,6.0,7.2,1.6,3.5,,2,9.8,4.3,5.7,5.8,7.7,32.2
21,Male,Student,4.4,6.7,5.4,1.6,7.9,4.2,1,0.8,3.2,2.7,9.3,8.4,54.4
20,Female,Employed,5.8,6.5,2.5,0.4,3.9,4.5,3,9.4,3.9,7.3,4.4,4.4,56.7
22,Female,Student,7.0,6.2,5.1,1.0,3.7,8.7,0,7.7,3.5,6.7,,1.0,60.0
41,Female,Employed,6.6,7.2,4.5,0.7,10.0,7.0,4,5.2,4.2,7.0,4.5,8.5,52.3
29,Male,Student,7.3,9.1,6.5,0.0,2.3,4.8,3,5.1,7.8,2.9,6.4,7.7,42.0
38,Female,Student,7.9,6.7,7.8,0.0,4.1,7.3,1,7.2,7.2,5.4,3.6,6.3,33.8
40,Male,Employed,3.5,5.0,3.5,1.0,6.9,5.2,3,6.1,6.5,7.0,7.8,5.6,44.4
48,Female,Unemployed,4.5,4.7,8.7,1.1,2.4,4.5,2,1.6,6.3,1.6,7.5,6.9,34.5
49,Female,Employed,4.6,2.2,7.3,4.2,8.4,7.5,6,1.9,4.6,2.3,5.9,6.3,48.1
25,Female,Student,9.2,5.6,0.1,2.1,6.0,5.8,2,7.2,6.0,2.3,6.1,3.6,77.0
49,Female,Employed,6.3,,8.5,1.6,4.5,7.6,1,5.9,5.9,2.5,5.7,5.1,64.8
42,Male,Student,7.5,9.7,6.9,0.1,6.9,5.3,1,5.9,5.0,3.0,4.2,8.2,57.1
49,Male,Employed,5.1,7.2,6.9,5.2,5.8,,1,12.9,6.4,5.9,4.7,2.5,57.9
40,Female,Student,5.5,4.1,3.7,0.3,5.3,6.5,3,8.9,6.8,4.9,6.5,4.4,50.8
49,Female,Unemployed,8.5,4.5,8.1,0.6,8.9,7.5,5,1.2,7.6,5.8,8.2,5.3,61.0
45,Female,Employed,7.1,5.9,6.2,1.7,5.7,8.0,2,4.2,2.4,4.7,3.8,5.7,55.7
19,Male,Unemployed,2.3,5.0,4.8,4.5,5.6,6.2,2,0.8,8.0,4.7,5.3,7.7,45.2
21,Male,Student,4.7,5.2,9.9,5.4,2.7,6.8,0,4.0,5.6,3.0,,3.5,49.3
52,Male,Employed,8.3,6.8,8.7,6.1,6.1,,1,4.5,5.1,6.7,4.9,3.2,77.1
43,Male,Student,4.9,6.7,3.3,5.1,9.6,7.2,0,7.8,5.2,7.4,4.2,8.1,45.7
23,Female,Employed,3.7,8.9,7.2,4.2,6.2,4.6,2,1.9,5.7,6.9,1.9,1.7,72.4
40,Male,Employed,5.6,,3.1,1.3,5.0,7.3,2,5.4,4.3,5.0,7.6,6.4,47.0
55,Male,Employed,7.4,7.3,2.0,5.5,6.1,5.3,1,7.6,5.6,2.6,6.1,5.8,72.4
42,Female,Student,10.4,5.0,5.2,4.7,7.6,5.0,3,7.6,7.0,2.7,2.9,8.6,59.7
21,Male,Employed,10.7,5.4,4.9,0.5,7.5,7.8,1,7.4,4.5,1.0,8.5,1.0,85.6
54,Female,Employed,5.2,9.1,2.1,0.0,2.9,,2,5.1,6.7,3.5,9.2,7.8,50.6
57,Female,Student,8.8,8.3,6.0,1.6,4.7,6.2,1,7.8,6.3,5.8,4.0,6.2,60.5
41,Male,Student,4.6,4.6,3.0,4.1,7.2,5.6,1,6.6,7.8,4.6,6.3,6.4,43.1
35,Female,Employed,5.0,4.1,6.8,2.6,8.7,9.0,1,6.6,8.9,9.7,9.3,7.3,36.8
53,Female,Employed,8.0,,3.7,0.1,5.7,5.3,3,1.4,4.5,3.4,8.1,3.3,54.8
45,Male,Unemployed,4.4,5.8,1.8,1.1,2.1,7.7,4,1.3,7.3,10.0,8.2,3.9,36.3
19,Male,Student,6.8,4.6,4.9,0.5,5.9,3.6,1,7.3,6.1,3.6,4.7,4.7,49.3
58,Male,Student,6.9,7.7,5.2,0.7,7.0,2.3,2,8.5,3.5,5.0,3.6,4.6,59.6
30,Male,Employed,7.2,4.1,28.184369909095693,0.1,5.4,10.0,1,3.1,3.1,4.6,10.0,6.0,59.9
46,Female,Student,7.9,10.0,5.6,4.5,8.4,7.0,2,7.0,9.9,7.4,5.5,1.6,78.5
18,Female,Employed,6.3,6.0,1.1,2.9,1.3,5.5,2,9.8,8.2,6.1,5.6,8.4,34.6
51,Male,Student,7.3,4.0,6.5,9.2,8.2,7.3,2,8.1,7.6,10.0,6.6,5.6,46.5
41,Male,Student,8.1,2.5,3.0,3.9,2.9,5.4,1,5.6,6.6,1.0,5.0,1.0,60.1
25,Male,Unemployed,5.8,5.1,3.7,0.1,0.3,9.5,1,2.0,8.2,3.1,2.0,6.9,33.6
53,Female,Student,5.1,7.3,5.1,1.7,7.2,10.0,4,7.4,4.5,2.4,9.5,9.7,59.5
18,Female,Employed,6.8,2.8,4.7,1.3,6.1,4.6,3,5.0,5.8,7.2,8.0,6.3,33.8
58,Female,Student,6.6,6.1,3.0,0.2,4.4,7.6,2,4.1,6.3,5.9,9.7,4.5,64.6
43,Male,Student,7.2,5.3,5.3,4.8,10.0,9.6,2,5.7,8.3,1.3,8.4,7.3,66.6
22,Male,Student,4.1,7.3,8.4,1.3,5.5,5.8,4,12.2,1.0,4.2,7.0,2.0,68.8
24,Female,Student,9.3,6.6,6.7,2.8,5.8,2.6,3,7.5,8.4,2.6,7.6,5.3,60.6
49,Female,Employed,5.1,10.0,9.0,3.9,7.6,7.9,4,6.4,5.2,4.9,3.6,1.7,78.1
31,Male,Unemployed,7.7,6.8,0.8,1.0,5.5,4.5,1,0.1,8.1,8.3,9.8,1.6,74.3
21,Female,Employed,8.0,4.3,4.1,2.8,8.4,9.5,2,9.2,6.0,8.3,6.7,4.8,51.5
36,Female,Employed,5.5,5.7,2.5,1.0,4.8,7.6,4,6.5,6.6,6.4,7.5,3.8,52.5
59,Female,Employed,7.8,7.1,4.3,0.2,3.9,6.2,0,6.0,2.3,6.6,9.2,6.0,53.5
40,Female,Employed,6.6,4.3,7.9,0.7,4.9,,1,3.7,7.4,4.6,7.0,5.2,40.2
51,Male,Employed,4.9,6.1,5.1,0.1,4.7,3.7,3,9.8,3.7,1.7,7.5,2.6,68.2
52,Female,Student,6.9,4.6,7.7,3.4,6.3,8.3,4,7.6,6.5,3.6,5.4,6.4,39.5
31,Female,Student,7.4,7.0,7.3,2.8,2.4,5.9,3,8.6,3.9,3.4,7.4,5.4,64.8
55,Female,Employed,6.7,4.6,2.8,0.7,3.5,8.7,2,9.9,6.9,9.2,7.7,3.0,48.9
24,Female,Employed,8.2,4.7,5.3,5.7,1.9,5.0,0,14.2,4.5,7.1,6.2,4.3,51.0
52,Other,Student,5.9,7.3,6.6,3.0,8.9,8.6,1,7.9,3.1,9.7,,4.8,57.2
50,Male,Student,5.6,2.8,7.8,1.4,7.5,6.9,5,6.4,9.2,4.0,9.2,3.7,49.6
37,Female,Employed,7.7,4.4,6.8,2.3,8.9,6.2,1,4.6,8.6,5.7,4.5,10.0,34.7
50,Female,Employed,8.5,7.0,3.5,2.7,6.7,1.0,2,7.6,4.6,7.4,8.1,2.9,72.7
28,Male,Employed,5.6,5.6,7.8,0.4,5.5,7.5,3,6.3,5.6,4.5,7.6,5.7,48.6
52,Male,Employed,5.3,6.8,10.1,0.2,4.7,4.2,2,3.3,5.1,6.4,4.7,6.9,38.6
22,Male,Employed,5.3,,3.1,3.0,7.5,7.6,3,8.2,9.5,6.6,10.0,5.5,74.5
40,Male,Student,6.7,8.1,1.7,5.2,4.4,7.6,0,8.6,2.1,3.4,3.2,7.9,54.7
28,Female,Employed,5.6,2.1,5.2,5.6,4.7,3.7,4,5.1,7.8,5.1,6.8,5.3,49.9
35,Female,Student,6.3,4.8,3.6,5.5,4.6,4.4,1,4.1,6.2,6.3,4.6,3.4,51.4
58,Female,Student,8.8,2.0,9.4,14.0,1.7,6.5,0,7.2,9.4,7.7,4.3,2.8,34.6
43,Male,Employed,6.9,4.7,6.4,1.6,4.3,5.5,6,7.1,3.9,8.6,,7.8,23.4
32,Male,Student,6.2,4.7,4.6,3.0,3.4,6.9,1,8.0,7.9,4.1,5.3,8.3,36.0
51,Male,Employed,2.0,7.3,9.2,6.9,6.3,5.8,1,10.4,5.5,5.8,5.2,9.2,41.6
26,Female,Employed,4.6,7.2,7.9,0.6,2.9,2.7,0,5.4,6.9,7.1,6.6,4.9,40.8
23,Female,Unemployed,2.7,,3.9,0.5,9.6,7.5,2,0.9,6.3,1.0,6.5,3.1,77.4
45,Male,Employed,5.7,4.7,3.7,6.2,8.1,4.8,1,11.0,1.2,4.6,3.2,5.9,80.5
44,Female,Employed,5.1,6.8,7.1,2.3,3.5,4.9,2,9.4,5.4,3.4,6.0,6.2,58.3
18,Male,Employed,6.5,4.0,6.0,1.9,9.9,,8,9.2,2.7,5.5,4.1,4.0,57.2
54,Male,Student,6.5,4.4,9.0,4.5,6.9,4.0,1,7.1,4.6,9.0,4.0,3.7,57.4
30,Female,Unemployed,6.0,3.4,6.7,2.1,1.2,9.4,2,1.4,3.9,6.8,6.0,5.9,35.1
34,Female,Student,4.1,4.2,3.4,2.7,6.3,6.0,2,10.3,2.6,3.6,3.5,9.4,44.8
50,Male,Employed,7.2,8.9,1.9,2.3,7.9,3.8,5,8.2,4.2,6.8,5.9,5.7,59.8
43,Male,Student,5.3,6.9,0.7,0.0,4.3,6.6,2,1.0,4.9,1.0,5.5,1.7,70.3
46,Female,Unemployed,5.7,4.3,8.3,0.7,3.9,10.0,2,0.0,5.0,3.9,6.7,6.2,53.9
32,Male,Student,7.1,2.6,2.9,1.1,6.8,9.0,3,8.0,7.2,9.7,9.5,1.0,56.1
31,Male,Student,6.5,,5.4,0.0,6.0,5.0,1,13.2,7.6,5.5,8.1,4.3,70.3
43,Male,Employed,9.2,3.2,6.1,1.7,6.6,7.7,1,8.1,3.5,2.7,5.5,9.4,41.9
31,Male,Student,8.0,6.9,27.979534326999698,3.3,2.9,4.1,1,7.1,8.8,5.3,6.4,10.0,36.1
26,Female,Employed,8.1,7.4,0.0,5.1,0.1,7.3,2,6.4,4.9,8.6,7.3,7.3,56.6
58,Male,Student,6.7,6.0,3.5,0.8,8.5,7.1,2,8.2,4.8,7.7,5.2,4.7,53.7
58,Female,Employed,7.9,3.5,8.8,2.2,5.3,7.3,0,7.8,8.7,9.8,10.0,7.3,25.9
46,Other,Unemployed,8.4,7.8,5.6,0.4,8.2,3.6,2,1.5,5.1,6.0,6.1,3.9,74.0
52,Male,Employed,7.1,9.0,1.9,,1.9,,0,6.9,5.2,5.9,6.2,10.0,61.0
52,Male,Student,5.8,3.1,5.2,0.3,5.0,7.4,2,12.8,3.4,9.2,8.3,5.8,39.2
41,Female,Student,9.0,6.3,7.6,6.8,4.0,7.9,2,6.2,9.7,1.6,8.7,4.7,77.9
47,Male,Student,6.3,3.4,4.8,1.2,8.3,6.0,1,7.8,7.8,7.8,7.1,5.5,44.6
20,Female,Employed,4.4,3.8,4.3,1.7,4.5,,2,5.6,5.0,6.3,,4.3,43.3
21,Male,Employed,3.7,5.3,4.2,10.7,2.7,6.0,1,7.6,5.6,7.5,4.9,7.8,40.3
41,Male,Employed,4.8,5.0,6.0,,5.9,6.1,3,7.5,4.5,4.9,7.4,8.3,46.5
18,Female,Student,4.6,4.3,8.0,0.6,2.0,6.8,0,4.0,7.6,8.5,4.4,4.5,35.8
49,Female,Student,7.0,3.5,8.1,1.8,7.2,5.8,1,6.1,5.9,5.5,8.0,5.0,51.3
22,Female,Employed,3.2,3.4,3.0,1.6,0.8,3.3,3,12.2,6.1,8.2,8.5,4.6,28.5
31,Female,Student,3.2,6.9,6.4,2.4,3.6,7.2,2,8.5,6.1,5.4,7.3,7.9,35.9
38,Female,Unemployed,7.6,8.3,5.2,5.1,6.6,6.0,3,0.0,8.4,6.7,7.9,5.8,65.4
49,Female,Employed,6.1,7.8,3.9,2.9,4.6,,1,5.3,7.8,4.9,4.1,6.3,41.6
46,Male,Employed,4.9,4.9,3.0,1.5,2.1,6.0,0,11.5,5.1,4.9,10.0,1.9,45.0
43,Female,Student,4.0,4.2,9.9,8.8,1.7,6.5,3,7.0,6.7,7.4,5.5,3.6,32.0
57,Male,Student,8.5,5.2,6.6,0.6,9.3,5.1,2,6.0,9.7,4.0,,5.0,49.3
21,Male,Student,5.6,5.2,3.7,3.7,4.3,4.4,1,7.4,3.1,3.8,5.1,5.1,42.9
54,Male,Employed,5.8,3.7,2.5,2.5,5.9,4.8,1,9.2,7.7,8.6,6.7,1.0,51.0
23,Male,Student,7.1,4.4,4.1,0.6,5.1,7.5,0,6.5,4.5,3.3,10.0,8.6,48.9
30,Male,Employed,9.4,9.5,9.7,0.5,6.4,8.2,0,7.7,4.3,4.3,8.6,4.4,90.6
57,Male,Employed,9.3,8.2,8.7,2.4,7.1,4.0,2,9.1,4.7,8.8,6.2,4.2,53.8
22,Male,Employed,5.9,1.9,9.5,0.9,4.7,2.8,2,7.0,5.5,4.6,2.7,3.9,35.7
22,Female,Employed,4.5,,7.6,0.1,4.9,3.2,2,7.4,4.9,5.5,6.5,8.4,25.5
59,Male,Student,5.9,6.5,3.4,1.4,8.5,5.8,3,5.3,3.9,7.5,8.0,1.0,83.1
52,Female,Employed,7.6,6.0,6.5,0.2,3.3,7.3,3,6.3,7.7,4.5,,4.0,50.9
49,Female,Employed,4.4,4.7,4.5,11.8,7.1,6.9,0,7.3,9.2,5.3,9.4,5.5,65.9
19,Male,Student,5.5,4.8,4.1,1.8,7.4,5.6,0,7.9,8.9,6.3,5.0,6.4,44.5
33,Female,Student,4.0,4.9,7.4,1.3,1.8,7.9,1,9.7,4.5,3.1,3.2,6.0,39.6
37,Female,Student,6.5,10.0,6.6,0.4,2.9,10.0,1,7.6,5.7,2.8,8.2,5.8,61.0
21,Female,Employed,3.1,4.9,8.6,1.8,6.9,7.8,0,4.5,5.5,6.0,5.5,3.6,50.0
42,Female,Student,7.2,6.1,4.0,0.7,7.8,7.7,3,9.8,8.1,3.7,5.8,7.0,56.6
40,Other,Student,5.5,4.6,4.2,0.4,0.7,7.7,3,10.5,6.0,2.0,7.5,4.8,54.6
23,Male,Unemployed,11.0,,5.8,1.3,7.8,10.0,1,1.2,6.4,10.0,6.5,2.2,69.4
46,Female,Employed,5.3,6.6,9.9,10.5,4.8,8.0,1,6.0,3.6,1.5,6.7,8.9,58.0
20,Other,Student,3.8,8.9,9.4,0.3,10.0,9.4,5,10.0,4.6,4.8,7.8,5.0,73.3
20,Female,Student,5.6,5.5,2.9,1.1,3.7,5.2,2,7.1,6.0,8.3,8.7,6.0,45.7
54,Male,Employed,5.7,4.4,5.3,5.5,4.5,1.4,0,8.6,4.3,8.2,9.6,5.3,45.6
21,Male,Employed,6.0,10.0,2.7,0.8,4.5,6.2,3,9.8,5.6,5.7,6.3,5.6,56.3
35,Female,Student,6.5,4.0,6.6,2.8,0.6,5.6,2,6.1,3.8,6.4,4.9,3.4,41.7
26,Male,Student,4.5,2.8,3.6,0.3,2.2,7.8,3,6.5,7.5,5.6,7.8,2.4,35.4
29,Female,Student,5.6,7.9,3.1,3.8,1.2,6.4,4,6.1,5.8,2.7,,7.3,42.1
54,Female,Student,5.1,8.6,6.8,2.1,10.0,6.2,1,6.1,10.0,5.6,8.2,2.6,82.5
22,Female,Employed,9.0,10.0,4.7,2.8,3.2,8.3,5,5.6,5.9,1.0,4.0,5.2,52.5
58,Female,Employed,8.5,5.3,5.9,3.8,9.5,10.0,0,8.1,3.8,2.2,5.7,5.8,69.8
38,Female,Employed,6.8,5.6,7.9,0.9,5.2,7.5,5,7.9,8.5,8.0,6.9,3.8,52.9
56,Male,Student,6.8,3.1,3.9,3.2,5.0,4.4,2,6.8,7.4,2.2,9.3,1.0,59.9
41,Female,Student,6.3,7.8,1.2,0.6,5.6,5.5,2,6.2,3.0,4.2,10.0,4.2,65.7
32,Male,Employed,5.5,2.9,7.3,4.9,2.2,6.6,1,10.4,5.8,7.0,6.0,6.2,34.2
52,Male,Student,6.4,5.3,2.7,4.5,10.0,7.8,2,4.9,5.5,2.3,6.9,1.6,95.7
35,Female,Student,6.4,2.3,5.4,1.1,8.7,5.7,3,8.7,7.3,1.0,5.0,7.6,37.5
22,Female,Student,6.7,4.6,6.2,13.7,8.1,5.5,4,7.0,5.8,3.4,6.7,5.5,67.5
37,Male,Unemployed,6.0,4.7,5.9,1.0,6.8,6.4,6,2.0,6.8,6.7,6.1,9.0,38.0
30,Female,Employed,7.0,5.0,9.8,0.5,6.0,9.9,2,5.4,7.2,8.3,6.2,6.1,45.0
59,Female,Employed,5.8,3.7,5.8,0.7,6.4,5.4,0,8.9,8.9,7.1,4.4,8.3,33.7
51,Male,Employed,6.2,4.5,4.0,0.6,9.5,5.2,1,8.5,8.7,7.9,5.1,2.6,55.1
59,Male,Employed,6.0,9.4,7.6,,5.1,6.6,2,1.3,6.5,7.1,6.4,7.0,63.6
43,Male,Unemployed,8.7,7.8,3.1,3.2,4.8,5.6,6,1.6,5.7,4.1,5.8,5.8,61.4
58,Female,Student,4.4,2.2,5.4,2.6,2.6,8.8,3,8.8,9.3,7.5,7.1,4.1,26.8
33,Male,Student,8.3,6.0,6.4,,3.7,9.5,1,7.5,7.0,7.4,5.8,5.6,41.8
38,Male,Employed,4.6,8.9,4.3,0.1,4.8,7.8,1,10.6,7.3,8.5,7.9,4.7,54.9
47,Female,Employed,7.5,7.4,4.6,0.8,8.1,7.0,1,7.2,9.9,6.5,3.4,9.4,47.6
56,Female,Student,7.3,5.7,7.4,0.8,1.1,5.4,4,6.9,8.6,3.4,3.7,4.7,45.5
25,Male,Student,6.9,8.5,3.8,2.8,5.2,2.7,3,8.5,6.1,7.0,7.2,6.8,53.6
33,Male,Employed,6.3,7.1,5.8,2.0,4.9,5.9,3,11.7,6.9,10.0,1.8,10.0,18.8
49,Male,Student,5.3,8.4,6.9,5.8,6.5,7.0,1,9.1,5.3,4.3,7.8,4.2,81.5
21,Male,Unemployed,7.1,6.4,7.3,4.1,3.4,3.7,2,0.0,5.1,5.2,6.2,9.6,29.0
37,Female,Employed,5.4,8.4,5.7,3.4,6.7,6.8,3,4.2,6.6,7.6,3.1,7.7,50.1
59,Female,Student,5.4,7.3,6.5,5.4,10.0,6.4,1,4.6,9.7,3.2,5.8,5.9,76.9
18,Female,Unemployed,5.0,4.7,9.2,2.8,3.5,,4,1.8,5.8,4.6,6.0,5.7,48.4
57,Female,Student,6.0,5.5,10.2,0.8,7.4,7.6,2,11.5,2.0,6.5,7.9,8.4,44.6
47,Male,Employed,4.4,3.5,4.5,4.7,10.0,10.0,3,10.0,8.1,1.0,1.9,1.0,75.5
24,Female,Unemployed,5.8,3.0,7.7,0.1,3.4,8.4,2,0.4,5.8,5.7,7.5,10.0,33.7
49,Male,Student,5.8,1.0,4.9,0.1,5.6,4.6,2,11.6,3.8,5.1,5.8,3.7,51.2
37,Female,Student,10.8,6.4,6.8,4.3,3.7,3.7,1,8.2,6.0,5.4,8.8,8.4,52.9
51,Female,Student,9.6,4.1,9.6,0.8,6.6,4.7,2,9.1,4.2,9.6,7.3,8.1,41.2
49,Female,Employed,7.8,6.6,2.7,0.0,0.0,7.5,0,8.1,5.4,6.7,2.9,8.6,38.4
25,Male,Unemployed,7.3,7.7,4.6,0.1,3.2,4.7,3,2.1,8.6,7.1,6.1,5.3,54.2
59,Female,Employed,7.2,5.3,5.1,0.5,2.8,7.4,1,5.6,6.1,5.2,3.5,10.0,26.8
57,Male,Student,7.1,1.7,1.6,4.8,9.7,6.9,3,7.3,6.9,2.6,6.4,5.3,58.7
20,Male,Student,6.3,2.0,5.7,1.1,5.8,3.1,3,9.4,7.7,7.8,7.1,7.6,34.1
20,Male,Employed,6.7,4.5,6.9,0.6,3.6,5.3,1,7.7,9.6,2.2,4.7,6.6,37.4
19,Male,Student,6.1,6.9,5.5,0.1,7.1,7.3,3,10.2,4.4,6.7,9.2,10.0,47.9
45,Female,Employed,7.3,6.7,6.3,0.5,3.9,6.1,0,4.0,3.1,7.0,3.0,5.6,48.0
51,Female,Employed,6.7,8.2,6.5,6.7,4.7,3.2,4,6.8,4.9,1.0,8.0,4.0,88.1
55,Female,Student,5.3,7.5,6.8,4.1,6.3,6.3,0,4.2,6.2,8.3,7.3,3.5,72.9
19,Male,Employed,8.7,4.6,5.6,1.2,7.3,6.7,2,5.6,4.1,8.8,5.0,6.5,53.3
19,Male,Student,5.8,5.2,2.1,2.6,4.6,5.8,2,5.8,9.4,4.6,6.7,5.9,49.8
37,Female,Employed,3.9,5.6,2.6,0.5,6.3,4.2,2,6.4,6.6,5.1,7.7,5.2,52.6
38,Male,Unemployed,6.0,8.8,5.1,2.2,8.4,7.9,0,0.3,6.3,3.4,3.6,8.2,58.0
28,Male,Employed,4.4,3.3,5.5,0.4,3.1,5.2,3,7.5,4.5,4.1,3.1,4.2,34.4
45,Male,Student,6.6,8.0,4.1,1.3,5.6,7.6,2,5.8,9.1,8.3,3.7,4.4,44.9
52,Female,Student,6.7,,6.0,4.9,4.9,8.2,1,7.5,8.1,1.6,4.9,1.9,85.5
26,Female,Student,9.5,8.9,6.4,3.3,2.0,6.5,3,8.4,8.4,10.0,8.1,8.2,53.3
23,Female,Student,6.1,8.0,3.2,4.4,5.9,4.0,4,8.8,5.4,6.0,6.0,7.0,61.1
33,Female,Employed,6.4,5.0,7.1,2.5,5.8,5.2,3,8.0,5.0,2.7,7.2,3.7,59.5
31,Female,Employed,5.9,7.4,5.9,5.7,7.8,8.1,1,6.4,8.9,6.1,6.7,8.6,64.5
28,Female,Student,6.1,2.6,3.6,4.1,6.9,5.9,2,11.9,5.6,6.7,,3.6,53.3
50,Male,Student,6.3,6.4,4.0,1.3,8.7,7.3,3,10.6,7.0,5.2,9.7,10.0,56.3
31,Female,Employed,7.7,7.0,4.8,0.3,8.0,8.4,4,10.8,4.2,1.4,5.6,3.9,70.7
43,Male,Student,6.2,8.2,5.0,2.4,6.5,3.5,6,8.6,3.7,6.6,,6.5,60.7
31,Female,Employed,6.5,6.5,8.2,3.1,2.8,4.7,1,10.5,7.0,5.8,6.0,1.4,67.4
40,Female,Student,6.9,7.3,5.9,0.1,4.8,7.9,3,10.6,4.1,5.2,10.0,5.0,62.0
41,Female,Student,6.2,4.3,5.2,4.4,7.6,4.4,0,5.2,6.8,2.5,8.0,8.7,41.2
22,Male,Student,8.0,6.2,4.3,1.6,8.1,6.8,4,7.0,4.8,2.3,2.6,7.8,55.4
44,Female,Employed,6.2,2.5,4.6,5.3,7.8,5.3,1,8.8,7.5,5.8,5.8,8.4,45.9
18,Male,Unemployed,5.9,3.0,5.4,3.2,4.0,3.3,3,0.6,3.2,7.6,5.5,4.7,35.6
59,Male,Student,6.5,6.1,5.2,0.4,3.3,6.2,1,8.0,8.0,5.1,6.2,1.0,54.9
57,Male,Student,8.5,6.8,9.1,2.8,7.5,9.5,4,5.6,2.8,1.1,2.8,4.6,65.1
27,Male,Employed,5.2,6.4,4.4,0.9,4.8,4.1,2,8.5,9.3,3.2,2.6,3.9,57.8
40,Female,Employed,8.1,8.7,4.2,0.8,6.6,7.7,3,8.9,3.9,3.9,4.0,2.5,79.5
33,Male,Student,8.6,4.3,5.5,1.3,2.9,4.6,3,6.9,5.2,5.4,7.6,10.0,34.0
